n,word,ipa,pos,gloss,etym
3730,start,/stʰaɹtʰ/,动词,开始。,借英语 start。
3731,starte,/ˈstʰaɹ.tʰə/,动词,开始。,"英语 ""start"" + ""-e""。"
3732,stat,/ˈstʰatʰ/,名词,体育场。,源自法语「stade」。
3733,statik,/ˈstʰatʰikʰ/,名词,静力。,源自希腊语「στατική」(statike)。
3734,statim,/ˈstʰatʰim/,副词,立刻。,源自拉丁语「statim」。
3735,statio,/stʰaˈtʰio/,名词,车站。,源自拉丁语「statio」。
3736,statistika,/stʰatʰiˈstʰikʰa/,名词,统计。,源自拉丁语「statistica」。
3737,stato,/ˈstʰatʰo/,名词,状态。,源自拉丁语「status」。
3738,statua,/stʰaˈtʰua/,名词,雕塑。,源自拉丁语「statua」。
3739,statuto,/stʰaˈtʰu.tʰo/,名词,章程。,借拉丁 statutum。
3740,steadji,/ˈstʰe.ad͡ʒi/,动词,使稳定。,"""stead""（稳定）+ 使动后缀 ""-ji""。"
3741,stefan,/ˈstʰefan/,名词,月桂花环。,源自希腊语「στεφάνη」(stephane)。
3742,stein,/ˈstʰein/,名词,石头。,源自德语「Stein」。
3743,stejí,/ˈstʰed͡ʒiː/,动词,使稳定，安于。,"英语 ""steady"" + 使动后缀 ""-ji""。"
3744,stel,/ˈstʰel/,名词,星星。,源自拉丁语「stella」。
3745,stelfulgo,/stʰəlˈful.ɡo/,名词,繁星。,"""stel""（星）+ ""fulgo""（闪烁）。"
3746,step,/stʰəp/,名词,草原。,第二版新增。
3747,stepalaud,/stʰə.paˈlaud/,名词,草原百灵鸟。,第二版新增。
3748,stev,/ˈstʰev/,名词,炖菜。,源自日耳曼语「stew」。
3749,stiblulga,/stʰiˈblulɡa/,名词,测量。,原生词根。
3750,stibresa,/stʰiˈbresa/,形容词,倔强的。,原生词根。
3751,stiefel,/stʰiˈefəl/,名词,靴子。,源自德语「Stiefel」。
3752,stil,/ˈstʰil/,名词,钢铁。,源自英语「steel」。
3753,stimda,/ˈstʰimda/,形容词,蓬松的。,原生词根。
3754,stipe,/ˈstʰi.pʰə/,名词,树干。,源自拉丁语「stipes」
3755,stok,/ˈstʰokʰ/,名词,股票。,源自英语「stock」。
3756,stokã,/ˈstʰokʰɐ̃/,名词,深处。,原生词根。
3757,stokbuo,/stʰoˈkʰbuo/,名词,餐巾。,源自德语「Serviette」。
3758,stól,/ˈstʰoːl/,名词,凳。,源自日耳曼语「stool」。
3759,stoma,/ˈstʰoma/,名词,暮色。,原生词根。
3760,storata,/stʰoˈʁatʰa/,名词,道路。,源自拉丁语「strata」。
3761,storateĝi,/stʰoʁaˈtʰed͡ʒi/,名词,策略。,源自英语「strategy」。
3762,storategos,/stʰoʁaˈtʰeɡos/,名词,战略家。,源自希腊语「στρατηγός」(strategos)。
3763,storuktura,/stʰoʁuˈkʰtʰuʁa/,名词,结构。,源自拉丁语「structura」。
3764,storumpofo,/stʰoʁuˈmpofo/,名词,袜子。,源自德语「Strumpf」。
3765,stukat,/ˈstʰukʰatʰ/,动词,敲击。,源自俄语「стучать」(stukat)。
3766,stúlgå,/ˈstʰuːlɡɔː/,名词,仇敌。,原生词根。
3767,stupa,/ˈstʰupa/,名词,佛塔。,源自梵语「स्तूप」(stupa)。
3768,sturmo,/ˈstʰuɹmo/,名词,暴风。,源自德语「Sturm」。
3769,sub,/sub/,介词,在……下面。,源自拉丁语「sub」。
3770,sube,/ˈsu.bə/,介词,在……下。,造词（与方位格 -æt 相对）。
3771,subite,/suˈbi.tʰe/,副词,突然地。,源自拉丁语「subito」。
3772,subjektivi,/subˈd͡ʒek.tʰi.vi/,形容词,主观的。,源自拉丁语「subiectivus」
3773,submarin,/suˈbmaʁin/,名词,潜水艇。,源自英语「submarine」。
3774,submerĝer,/suˈbmeɹd͡ʒəɹ/,动词,沉没。,源自拉丁语「submergere」。
3775,subsista,/subˈsis.tʰa/,动词,存在，存续。,源自拉丁语「subsistere」
3776,subteno,/suˈbtʰeno/,名词,支持。,源自拉丁语「subtenere」。
3777,subtila,/subˈti.la/,形容词,细腻的，清秀的，精致的。,源自拉丁语「subtilis」
3778,suĉa,/ˈsu.tʃa/,动词,吸吮。,"拉丁语 ""sugere""。"
3779,sudoro,/suˈdo.ʁo/,名词,汗。,源自拉丁语「sudor」
3780,sufero,/suˈfeʁo/,名词,痛苦。,源自世界语「sufero」。
3781,sufiĉ,/su.ˈfitʃ/,动词,足够。,借世界语 sufiĉi。
3782,sufiĉe,/suˈfitʃə/,副词,足够地。,源自世界语「sufiĉe」。
3783,sukceso,/sukˈtʰe.so/,名词,成功。,源自法语「succès」。
3784,sukseso,/suˈkʰseso/,名词,成功。,源自世界语「sukceso」。
3785,sukumara,/sukʰuˈmaʁa/,形容词,柔和的。,源自梵语「सुकुमार」(sukumara)。
3786,sultan,/ˈsultʰan/,名词,苏丹。,借词「sultan」。
3787,sumar,/ˈsumaɹ/,动词,总结。,源自拉丁语「summare」。
3788,sumatim,/ˈsu.ma.tʰim/,副词,总之，概括地。,源自拉丁语「summatim」
3789,sumo,/ˈsumo/,名词,相扑。,源自日语「相撲」(sumo)。
3790,sunluntva,/sun.lunˈtʰva/,名词,冬日午后慵懒的阳光，照在身上暖而无力。,sun+lun（日光）+ tva（慵懒）。
3791,super,/ˈsu.pəɹ/,介词,在……上面。,源自拉丁语「super」。
3792,superar,/suˈpe.ʁaɹ/,动词,超越，胜过。,源自拉丁语「superare」
3793,superba,/suˈpeɹba/,形容词,骄傲的，自豪的。,源自拉丁语「superbus」
3794,superbi,/suˈpeɹbi/,形容词,傲慢的。,源自拉丁语「superbus」。
3795,superior,/suˈpe.ʁioɹ/,名词,上级，上司。,源自拉丁语「superior」
3796,superiori,/supəʁiˈoʁi/,形容词,优越的。,源自拉丁语「superior」。
3797,supre,/ˈsu.prə/,介词,在……上。,造词。
3798,suprekurer,/suˈpre.kʰu.ʁeɹ/,动词,向上跑，跑上台。,「supre」（在……上）+「kurer」（奔跑）
3799,supremajuĝistó,/su.pre.ma.d͡ʒu.ˈd͡ʒis.tʰoː/,名词,最高裁判者。,"""suprema"" + ""juĝistó""。"
3800,sursel,/suɹˈsel/,动词,骑上。,第二版新增。
3801,susam,/ˈsusam/,名词,芝麻。,借词「susam」。
3802,susen,/ˈsusən/,名词,鸢尾。,借词「susen」。
3803,sushi,/ˈsuʃi/,名词,寿司。,源自日语「寿司」(sushi)。
3804,suspekto,/suˈspekʰtʰo/,名词,嫌疑犯。,源自法语「suspect」。
3805,suspender,/suˈspendəɹ/,动词,悬挂。,源自拉丁语「suspendere」。
3806,suspenderil,/susˈpen.də.ʁil/,名词,挂件（悬挂之物）。,「suspender」+「-il」。
3807,suspir,/su.ˈspiɹ/,动词,叹气。,借世界语 suspiri。
3808,sutra,/ˈsutʰra/,名词,经。,源自梵语「सूत्र」(sutra)。
3809,svan,/ˈsvan/,名词,天鹅。,源自日耳曼语「swan」。
3810,svasti,/ˈsvastʰi/,名词,福祉。,源自梵语「स्वस्ति」(svasti)。
3811,sviokla,/sviˈokʰla/,名词,甜菜。,源自俄语「свёкла」(svyokla)。
3812,svitĉo,/ˈsvitʰʃo/,名词,开关。,源自英语「switch」。
3813,svorto,/ˈsvoɹtʰo/,名词,剑。,源自日耳曼语「sword」。
3814,swadrospam,/swaˈdrospam/,名词,鸟群。,原生词根。
3815,swaksek,/ˈswa.kʰsəkʰ/,名词,深夜。,原生词根。
3816,swar,/swaɹ/,动词,承诺，发誓。,原创词。
3817,swaswokmum,/swasˈwokʰ.mum/,名词,绞架。,原生词根。
3818,swelet,/swˈelətʰ/,动词,咀嚼。,原生词根。
3819,swesva,/swˈesva/,名词,光泽。,原生词根。
3820,swétu,/ˈsweː.tʰu/,名词,数算。,原生词根。
3821,swisuphas,/swiˈsuphas/,副词,悄然地。,原生词根。
3822,swohifi,/swoˈhifi/,名词,讽刺剧。,源自希腊语「satira」。
3823,swua,/ˈswu.a/,动词,潮湿。,原生词根。
3824,swupini,/swuˈpini/,名词,信使。,原生词根。
3825,swusdil,/ˈswus.dil/,名词,歌者。,原生词根。
3826,szokzupak,/szoˈkʰzupakʰ/,名词,梭鱼。,源自波兰语「szczupak」。
3827,ta,/tʰa/,指示代词,那（远指）。,"""toka"" 简化变体。"
3828,tabako,/tʰaˈbakʰo/,名词,烟草。,源自西班牙语「tabaco」。
3829,tablo,/ˈtʰa.blo/,名词,桌子。,"拉丁语 ""tabula""。"
3830,tabloshar,/ˈtʰa.blo.ʃaɹ/,名词,同桌。,"""tablo"" + ""shar""。"
3831,tablosharven,/tʰab.lo.ʃaɹˈven/,名词,多年同坐一张桌后才有的那种熟悉与信任。,tabloshar（同桌）+ ven（情谊）。
3832,tabulo,/tʰaˈbu.lo/,名词,板，白板。,借拉丁 tabula。
3833,taĉi,/ˈtʰatʃi/,名词,太刀。,源自日语「太刀」(tachi)。
3834,tága,/ˈtʰaː.ɡa/,动词,挖掘。,原生词根。
3835,tagmezo,/tʰaɡˈme.zo/,名词,中午。,tago（日）+ mezo（中）复合。
3836,tago,/ˈtʰa.ɡo/,名词,日，白天。,原生词根。
3837,tak,/ˈtʰakʰ/,名词,竹子。,源自日语「竹」(take)。
3838,takhi,/ˈtʰakʰhi/,形容词,迅捷的。,源自希腊语「ταχύς」(takhys)。
3839,taksi,/ˈtʰakʰsi/,名词,出租车。,源自英语「taxi」。
3840,taksiarkos,/tʰakʰsiˈaɹkʰos/,名词,司令。,源自希腊语「ταξίαρχος」(taxiarchos)。
3841,takso,/ˈtʰakʰso/,名词,税收。,源自英语「tax」。
3842,taktik,/ˈtʰakʰtʰikʰ/,名词,战术。,源自英语「tactic」。
3843,tamen,/ˈtʰamən/,副词,然而。,源自拉丁语「tamen」。
3844,tanholonko,/tʰanhoˈloŋkʰo/,名词,火龙果。,源自越南语「thanh long」。
3845,tanko,/ˈtʰaŋkʰo/,名词,坦克。,源自英语「tank」。
3846,tanmef,/ˈtʰanməf/,名词,织工。,原生词根。
3847,tantli,/ˈtant.li/,副词,如此，这么，那么地。,源自拉丁语「tantum」+ -li（副词化）
3848,tanto,/ˈtʰantʰo/,名词,短刀。,源自日语「短刀」(tanto)。
3849,tap,/ˈtʰap/,名词,宝塔。,源自越南语「thap」。
3850,tapas,/ˈtʰapas/,名词,苦行。,源自梵语「तपस्」(tapas)。
3851,tapeini,/tʰapəˈini/,形容词,卑微的。,源自希腊语「ταπεινός」(tapeinos)。
3852,tapis,/ˈtʰapis/,名词,地毯。,源自法语「tapis」。
3853,tapkoham,/tʰaˈpkʰoham/,名词,占婆塔。,源自越南语「thap cham」。
3854,tára,/ˈtʰaː.ʁa/,名词,塔。,"拉丁语 ""turris"" 变体。"
3855,tarbe,/ˈtʰaɹbə/,名词,集市。,原生词根。
3856,tarifo,/tʰaˈʁifo/,名词,关税。,源自英语「tariff」。
3857,tærna,/ˈtʰæɹ.na/,形容词,永恒的。,"瑞典语 ""evig"" + 拉丁语 ""aeterna""。"
3858,tærnali,/tʰæˈɹnali/,副词,永恒地。,「tærna」+ 后缀 -li（副词化）。
3859,tærnen,/ˈtʰæɹnən/,动词,变成永恒。,「tærna」+ 后缀 -en（变成）。
3860,tærnokt,/ˈtʰæɹ.nokʰtʰ/,名词,永夜。,tærna（永恒）+ nokt 复合。
3861,taruni,/tʰaˈʁuni/,名词,玫瑰。,源自梵语「तरुणी」(taruni)。
3862,tas,/tʰas/,名词,杯。,"法语 ""tasse""。"
3863,tasho,/ˈtʰaʃo/,名词,口袋。,源自德语「Tasche」。
3864,tashokit,/tʰaˈʃokʰitʰ/,动词,拖曳。,源自俄语「тащить」(tashchit)。
3865,tasko,/ˈtʰaskʰo/,名词,任务。,源自英语「task」。
3866,taso,/ˈtʰaso/,名词,杯子。,源自法语「tasse」。
3867,tatami,/tʰaˈtʰami/,名词,榻榻米。,源自日语「畳」(tatami)。
3868,tauga,/ˈtau.ga/,形容词,合适的。,源自德语「taugen」
3869,taugainstrumén,/tʰau.ɡa.in.stʰə.ruˈmeːn/,名词,合适工具。,"""taʌga"" + ""instrumén""。"
3870,tauge,/ˈtʰau.ɡə/,副词,适合地。,造词。
3871,taverno,/tʰaˈveɹno/,名词,酒馆。,源自法语「taverne」。
3872,te,/tʰə/,代词,你（宾格，仅诗歌用）。,"拉丁语 ""tē""。"
3873,teatro,/tʰəˈatʰro/,名词,剧院。,源自法语「théâtre」。
3874,teatrum,/tʰəˈatʰrum/,名词,剧场。,源自拉丁语「theatrum」。
3875,tediosa,/te.diˈo.sa/,形容词,无聊的，乏味的。,源自拉丁语「taediosus」
3876,tefti,/ˈtʰeftʰi/,名词,陡坡。,原生词根。
3877,teĝer,/ˈtʰed͡ʒəɹ/,动词,覆盖。,源自拉丁语「tegere」。
3878,teier,/tʰəˈiəɹ/,名词,茶壶。,源自法语「théière」。
3879,teknika,/ˈtek.ni.ka/,名词,技术，技艺。,源自拉丁语「technica」
3880,tekser,/ˈtʰekʰsəɹ/,动词,编织。,源自拉丁语「texere」。
3881,teksto,/ˈtʰekʰ.stʰo/,名词,文章，文本。,源自拉丁语「textus」
3882,tekstus,/ˈtʰek.stʰus/,名词,文本。,源自拉丁语「textus」
3883,tékutdo,/tʰeːˈkʰutʰdo/,名词,镰刀。,原生词根。
3884,telefon,/tʰəˈlefon/,名词,电话。,源自英语「telephone」。
3885,telefono,/tʰə.ləˈfo.no/,名词,电话。,借英语 telephone。
3886,teleskop,/tʰəˈleskʰop/,名词,望远镜。,源自英语「telescope」。
3887,television,/tʰələviˈsion/,名词,电视。,源自英语「television」。
3888,téma,/ˈtʰeː.ma/,名词,主题，话题。,"拉丁语 ""thema""。"
3889,temelioun,/tʰəməliˈoun/,动词,奠基。,源自希腊语「θεμελιοῦν」(themelioun)。
3890,temerari,/tʰəməˈʁaʁi/,形容词,鲁莽的。,源自拉丁语「temerarius」。
3891,temperamento,/tʰəmpəʁaˈmentʰo/,名词,气质。,源自希腊语「temperament」。
3892,temperantia,/tʰəmpəʁaˈntʰia/,名词,节制。,源自拉丁语「temperantia」。
3893,tempesta,/temˈpes.tʰa/,名词,天气，气候。,源自拉丁语「tempestas」
3894,tempet,/ˈtʰempətʰ/,名词,风暴。,源自法语「tempête」。
3895,tempo,/ˈtʰempo/,名词,速度。,源自意大利语「tempo」。
3896,tempor,/ˈtʰem.poɹ/,名词,时段。,"拉丁语 ""tempus""。"
3897,tempura,/tʰəˈmpuʁa/,名词,天妇罗。,源自日语「天ぷら」(tempura)。
3898,tempus,/ˈtʰempus/,名词,时间点。,源自拉丁语「tempus」。
3899,tener,/ˈtʰe.nəɹ/,副词,温柔地。,第二版新增。
3900,tenera,/tʰəˈneʁa/,形容词,温柔的。,「tener」词根。
3901,teni,/ˈtʰe.ni/,动词,握着，持。,"拉丁语 ""tenere""。"
3902,tenor,/ˈtʰenoɹ/,名词,男高音。,源自意大利语「tenore」。
3903,tenua,/ˈte.nu.a/,形容词,细的，纤细的。,源自拉丁语「tenuis」
3904,teoloĝia,/tʰəoloˈd͡ʒia/,名词,神学。,源自拉丁语「theologia」。
3905,teorem,/tʰəˈoʁəm/,名词,定理。,源自英语「theorem」。
3906,teoria,/tʰəoˈʁia/,名词,理论。,源自拉丁语「theoria」。
3907,ter,/tʰəɹ/,名词,地。,"拉丁语 ""terra""。"
3908,teraso,/tʰəˈɹraso/,名词,露台。,源自法语「terrasse」。
3909,terma,/ˈtʰeɹma/,名词,公共浴场。,源自拉丁语「thermae」。
3910,termi,/ˈtʰeɹmi/,形容词,热烈的。,源自希腊语「θερμός」(thermos)。
3911,termometer,/tʰəɹmoˈmetʰəɹ/,名词,温度计。,源自英语「thermometer」。
3912,terura,/tʰəˈʁuʁa/,形容词,可怕的。,源自拉丁语「terror」。
3913,testimonium,/tʰəstʰimoˈnium/,名词,证词。,源自拉丁语「testimonium」。
3914,testis,/ˈtʰestʰis/,名词,证人。,源自拉丁语「testis」。
3915,teva,/ˈtʰe.va/,形容词,满腔的，沸腾于心的。,原生词根。
3916,tía,/ˈtʰiː.a/,数词,十。,日耳曼词源。
3917,tial,/tʰiˈal/,连词,所以。,"世界语 ""tial""。"
3918,tiam,/tʰi.ˈam/,副词,当时。,"世界语 ""tiam""。"
3919,tíamens,/tʰiːˈaməns/,名词,十月。,「tía」+「mensis」。
3920,tiebreak,/tʰiəˈbreakʰ/,名词,决胜局。,源自英语「tiebreak」。
3921,tik,/ˈtʰikʰ/,名词,机缘。,源自希腊语「τύχη」(tyche)。
3922,tim,/ˈtʰim/,名词,荣誉。,源自希腊语「τιμή」(time)。
3923,timaçel,/tʰiˈma.səl/,名词,敬畏与仰望交织，不敢攫取的复杂心情。,tima（畏）+ çel（仰望）。
3924,timi,/ˈtʰi.mi/,动词,害怕。,"拉丁语 ""timere""。"
3925,timida,/tʰiˈmida/,形容词,害羞的。,源自拉丁语「timidus」。
3926,timji,/ˈtʰim.d͡ʒi/,动词,使恐惧，恐吓。,「timo」+ 使动后缀 -ji。
3927,timo,/ˈtʰimo/,名词,恐惧。,源自拉丁语「timor」。
3928,tinger,/ˈtʰin.d͡ʒəɹ/,动词,染色，浸染。,源自拉丁语「tingere」
3929,tintil,/ˈtʰin.tʰil/,名词,小铃铛。,第二版新增。
3930,tintinabulum,/tʰintʰinaˈbulum/,名词,铃。,源自拉丁语「tintinnabulum」。
3931,tinyénla,/tʰiˈnjeːn.la/,形容词,理所当然的。,"第二版新增，越南语 ""tự nhiên"" + 形容词化后缀 ""-la""。"
3932,tinyénlen,/tʰinˈjeːn.lən/,动词,变成理所当然。,「tinyénla」+ 后缀 -en（变成）。
3933,tinyénli,/tʰinˈjeːn.li/,副词,理所当然地。,「tinyénla」+ 后缀 -li（副词化）。
3934,tipo,/ˈtʰi.po/,名词,种类，类型。,"拉丁语 ""typus""。"
3935,tipu,/ˈtʰipu/,名词,罚款。,源自拉丁语「multa」。
3936,tira,/ˈtʰi.ʁa/,动词,拉。,原生词根。
3937,tiramisu,/tʰiʁaˈmisu/,名词,提拉米苏。,源自意大利语「tiramisù」。
3938,tirania,/tʰiʁaˈnia/,名词,独裁。,源自希腊语「τυραννία」(tyrannia)。
3939,tiroir,/tʰiˈʁoiɹ/,名词,抽屉。,源自法语「tiroir」。
3940,tirsos,/ˈtʰiɹsos/,名词,酒神杖。,源自希腊语「θύρσος」(thyrsos)。
3941,tirtul,/ˈtʰiɹtʰul/,名词,寡妇。,原生词根。
3942,tishodek,/tʰiˈʃodəkʰ/,名词,桌布。,源自德语「Tischdecke」。
3943,tisia,/tʰiˈsia/,名词,祭品。,源自希腊语「θυσία」(thysia)。
3944,titan,/ˈtʰitʰan/,名词,泰坦。,源自希腊语「Τιτάν」(titan)。
3945,titbinem,/tʰiˈtʰbinəm/,名词,决赛。,源自英语「final」。
3946,titulus,/tʰiˈtʰulus/,名词,标题。,源自拉丁语「titulus」。
3947,togioda,/tʰo.ɡiˈo.da/,名词,器物被长久使用后磨出的温润光泽。,togio（打磨）+ da（久）。
3948,togiodasu,/tʰoɡioˈdasu/,动词,抛光。,源自日语「研ぎを出す」(togi o dasu)。
3949,tohu,/ˈtʰohu/,名词,豆腐。,源自日语「豆腐」(tofu)。
3950,toi,/ˈtʰoi/,名词,玩具。,源自英语「toy」。
3951,toit,/ˈtʰoitʰ/,名词,屋顶。,源自法语「toit」。
3952,toka,/ˈtʰo.kʰa/,代词,那/那里/那个。,原生指示代词。
3953,tokali,/ˈtʰo.kʰa.li/,副词,那样，如此。,「toka」（那）＋副词化后缀 -li
3954,token,/ˈtʰokʰən/,名词,护腿。,原生词根。
3955,toki,/ˈtʰo.kʰi/,代词,这/这里/这个。,原生指示代词。
3956,tokin,/ˈtʰo.kʰin/,名词,人，人类。,原生词根。
3957,tokinin,/tʰoˈkʰi.nin/,名词,女人。,"""tokin"" + 阴性后缀 ""-in""。"
3958,tokne,/ˈtʰokʰnə/,名词,裁缝。,原生词根。
3959,tokonoma,/tʰokʰoˈnoma/,名词,壁龛。,源自日语「床の間」(tokonoma)。
3960,tokson,/ˈtʰokʰson/,名词,弓箭。,源自希腊语「τόξον」(toxon)。
3961,toksotes,/tʰoˈkʰsotʰəs/,名词,弓箭手。,源自希腊语「τοξότης」(toxotes)。
3962,toleri,/tʰoˈleʁi/,形容词,污浊的。,源自希腊语「θολερός」(tholeros)。
3963,tom,/ˈtʰom/,形容词,鲜香的。,源自越南语「thom」。
3964,tomat,/ˈtʰomatʰ/,名词,番茄。,源自西班牙语「tomate」。
3965,tomen,/ˈtʰo.mən/,动词,触摸。,原创词。
3966,tomor,/ˈtʰo.moɹ/,名词,明天。,"英语 ""tomorrow"" 简化。"
3967,tomzó,/ˈtʰomzoː/,名词,印记。,原生词根。
3968,topfo,/ˈtʰopfo/,名词,罐子。,源自德语「Topf」。
3969,topi,/ˈtʰo.pi/,动词,起立。,原生词根。
3970,topografia,/tʰopoɡraˈfia/,名词,风景画。,源自拉丁语「topographia」。
3971,topol,/ˈtʰopol/,名词,白杨。,源自俄语「тополь」(topol)。
3972,tor,/ˈtʰoɹ/,名词,大门。,源自德语「Tor」。
3973,tóra,/ˈtʰoː.ʁa/,名词,桥。,原生词根。
3974,toraks,/ˈtʰo.ʁaks/,名词,胸膛，胸腔。,源自希腊语「θώραξ」
3975,torero,/tʰoˈʁeʁo/,名词,斗牛士。,源自西班牙语「torero」。
3976,torí,/ˈtʰoʁiː/,名词,鸟居。,源自日语「鳥居」(torii)。
3977,tormentar,/torˈmen.taɹ/,动词,折磨，使痛苦。,源自拉丁语「tormentum」
3978,tornat,/ˈtʰoɹnatʰ/,名词,龙卷风。,源自法语「tornade」。
3979,toro,/ˈtʰoʁo/,名词,灯笼。,源自日语「とろ」(toro)。
3980,toshal,/ˈtʰoʃal/,名词,缝隙。,原生词根。
3981,totaliter,/tʰotʰaˈlitʰəɹ/,副词,完全地。,源自拉丁语「totaliter」。
3982,totum,/ˈtʰotʰum/,名词,整体。,源自拉丁语「totum」。
3983,tourismo,/tʰouˈʁismo/,名词,旅游。,源自英语「tourism」。
3984,touristo,/tʰouˈʁistʰo/,名词,游客。,源自法语「touriste」。
3985,tournamento,/tʰouɹnaˈmentʰo/,名词,淘汰赛。,源自英语「tournament」。
3986,tr,/tʰr/,名词,竹制品。,源自越南语「tre」。
3987,tradukteur,/tʰraduˈkʰtʰeuɹ/,名词,翻译家。,源自法语「traducteur」。
3988,trãfde,/ˈtʰrɐ̃fdə/,名词,锤子。,原生词根。
3989,tragodos,/tʰraˈɡodos/,名词,悲剧诗人。,源自希腊语「τραγῳδός」(tragodos)。
3990,tragoedia,/tʰraɡoəˈdia/,名词,悲剧。,源自拉丁语「tragoedia」。
3991,train,/ˈtʰrain/,名词,火车。,源自英语「train」。
3992,trajno,/ˈtʰra.d͡ʒ.no/,名词,火车。,借英语 train。
3993,trakta,/ˈtrak.ta/,动词,处理，办理。,源自拉丁语「tractare」
3994,traktar,/ˈtʰrak.tʰaɹ/,动词,处理，对待。,源自拉丁语「tractare」
3995,traktir,/ˈtʰrakʰtʰiɹ/,名词,客栈。,源自俄语「трактир」(traktir)。
3996,trala,/ˈtʰrala/,形容词,笔直的。,原生词根。
3997,tranĉa,/ˈtʰran.tʃa/,动词,切割。,"拉丁语 ""truncare""。"
3998,tranga,/ˈtʰraŋ.ɡa/,形容词,奇怪的。,源自英语「strange」。
3999,trankuilen,/traŋ.kʰuiˈlen/,动词,平静下来，安静下来。,「trankuili」（平静的，词典词）+ -en（变成）
4000,trankuili,/tʰraŋkʰuˈili/,形容词,平静的。,源自拉丁语「tranquillus」。
4001,trans,/ˈtʰrans/,介词,穿过，通过。,「transir」（穿越）简化。
4002,transdon,/tʰrans.ˈdon/,动词,递交。,借世界语 transdoni。
4003,transform,/tʰransˈfoɹm/,动词,转化。,"英语 ""transform""。"
4004,transir,/ˈtʰransiɹ/,动词,穿越。,源自拉丁语「transire」。
4005,transoformer,/tʰransoˈfoɹməɹ/,名词,变压器。,源自英语「transformer」。
4006,transokriptio,/tʰransokʰriˈptʰio/,名词,抄写。,源自拉丁语「transcriptio」。
4007,transolatio,/tʰransolaˈtʰio/,名词,翻译。,源自拉丁语「translatio」。
4008,trása,/ˈtʰraː.sa/,动词,拖拽，拉。,原生词根。
4009,traski,/ˈtʰraskʰi/,副词,由衷地。,原生词根。
4010,trat,/ˈtʰratʰ/,名词,贸易。,源自英语「trade」。
4011,tré,/tʰreː/,数词,三。,日耳曼词源。
4012,tre,/tʰrə/,副词/形容词,很，非常。,"法语 ""très""。"
4013,trebela,/tʰrəˈbela/,形容词,真美，极美。,"""tre"" + ""belli""。"
4014,trebelen,/tʰrəˈbelən/,动词,变成真美。,「trebela」+ 后缀 -en（变成）。
4015,trebeli,/tʰrəˈbeli/,副词,真美地。,「trebela」+ 后缀 -li（副词化）。
4016,trejni,/ˈtʰred͡ʒni/,动词,锻炼，训练。,源自英语「train」。
4017,treknum,/ˈtʰrekʰnum/,名词,豆子。,原生词根。
4018,trekŭ,/ˈtʰrekʰʌ/,名词,角落。,原生词根。
4019,trem,/tʰrəm/,动词,颤抖。,原创词。
4020,trembolemento,/tʰrəmboləˈmentʰo/,名词,地震。,源自法语「tremblement」。
4021,trenein,/tʰrəˈnein/,动词,哀悼。,源自希腊语「θρηνεῖν」(threnein)。
4022,trergo,/ˈtʰreɹɡo/,动词,呜咽。,原生词根。
4023,treta,/ˈtʰre.tʰa/,形容词,狭窄的。,原生词根。
4024,tribepǽ,/tʰriˈbepæː/,名词,铁链。,原生词根。
4025,tribunal,/tʰriˈbunal/,名词,法庭。,源自拉丁语「tribunal」。
4026,tribunus,/tʰriˈbunus/,名词,保民官。,源自拉丁语「tribunus」。
4027,triera,/tʰriˈeʁa/,名词,战舰。,源自希腊语「τριήρης」(triera)。
4028,trikter,/ˈtʰrikʰtʰəɹ/,名词,漏斗。,源自德语「Trichter」。
4029,trilo,/ˈtʰrilo/,名词,颤音。,源自意大利语「trillo」。
4030,trimil,/ˈtʰri.mil/,数词,三千。,"""tri""（三）+ ""mil""（千）。"
4031,trink,/tʰriŋkʰ/,动词,喝。,借世界语 trinki。
4032,trintǽm,/ˈtʰrintʰæːm/,名词,边疆。,原生词根。
4033,trio,/ˈtʰrio/,名词,三重奏。,源自意大利语「trio」。
4034,trista,/ˈtʰristʰa/,形容词,悲伤的。,源自拉丁语「tristis」。
4035,tristen,/ˈtʰris.tʰən/,动词,变成悲伤。,「trista」+ 变成后缀 -en。
4036,triumfus,/tʰriˈumfus/,名词,凯旋。,源自拉丁语「triumphus」。
4037,troba,/ˈtʰroba/,名词,酒囊。,原生词根。
4038,trofi,/ˈtʰrofi/,名词,奖杯。,源自英语「trophy」。
4039,troika,/tʰroˈikʰa/,名词,三套车。,源自俄语「тройка」(troika)。
4040,trolavo,/tʰroˈlavo/,动词,摇晃。,原生词根。
4041,tropa,/ˈtʰropa/,名词,小路。,源自斯拉夫语「tropa」。
4042,trovar,/tʰroˈvaɹ/,动词,找到，发现。,源自法语「trouver」
4043,trudu,/ˈtʰrudu/,名词,奶酪。,原生词根。
4044,truk,/ˈtʰrukʰ/,名词,卡车。,源自英语「truck」。
4045,trustin,/ˈtʰrustʰin/,名词,巫师。,原生词根。
4046,tŭ,/tʰʌ/,动词,说，讲（较正式）。,"区别于 ""zai""。"
4047,tuba,/ˈtʰuba/,名词,小号。,源自拉丁语「tuba」。
4048,tufvagro,/tʰuˈfvaɡro/,名词,铁器。,原生词根。
4049,tukso,/ˈtʰukʰso/,名词,咖啡杯。,源自德语「Tasse」。
4050,túla,/ˈtʰuː.la/,动词,建造，筑造。,原生词根。
4051,tumbuk,/ˈtʰumbukʰ/,动词,舂米。,源自马来语「tumbuk」。
